"gvkey","Restate_Int","act","bkvlps","cogs","dltt","dp","dv","ebit","gdwl","ppent","revt","xlr","leverage_index","depre_index","saleadmin_index"
1410,0,620.997,13.2923,3102.359,172.5,33.325,26.727,82.506,547.237,56.892,3481.823,137.408,0.277779119705892,0.369387144329783,0.039464384031009
1429,0,195.075,4.6166,162.47,9.537,1.469,0,77.509,15.246,49.658,295.329,82.987,0.0488888888888889,0.0287323723277329,0.280998479661665
1429,0,526.987,0.0311,354.348,308.715,2.242,0,77.122,142.699,114.42,569.409,5.108,0.585811414702829,0.0192179115736058,0.00897070471313239
1429,0,168.808,4.6147,183.999,234.6,47.201,0,112.34,56.656,422.148,460.515,5.108,1.38974456186911,0.100566955506457,0.0110919296874152
1429,0,686.1,5.2658,3036.171,491.608,71.258,26.295,548.95,643.714,493.039,4039.992,74.03,0.716525287858913,0.126277474450511,0.0183242937114727
1429,0,450.889,3.1343,65.053,478.166,52.717,0,-0.975,69.147,332.467,275.668,74.03,1.06049604226317,0.136861863421118,0.268547673288158
1439,0,44.73,3.6049,42.676,0,5.674,5.291,18.531,0,40.896,79.387,2.726,0,0.121838093193043,0.0343381158124126
1439,0,43.042,4.0363,73.249,0.024,7,10.817,23.754,0,55.46,116.838,74.03,0.000557594907299847,0.112071725904579,0.633612352145706
1439,0,48.889,4.5543,109.998,0.027,10.009,10.937,31.07,0,63.306,165.52,137.408,0.000552271472110291,0.136520493759804,0.830159497341711
1439,0,55.009,5.066,115.745,0.021,10.641,12.054,34.521,0,67.987,175.827,74.03,0.000381755712701558,0.135333468993234,0.421038862063278
1439,0,50.837,5.1511,87.197,0.01,9.046,13.068,22.685,0,67.485,132.519,137.408,0.000196707122764915,0.118200467784297,1.03689282291596
1440,0,3945,23.0825,8827,11266,1318,553,1966,60,24284,12111,137.408,2.85576679340938,0.0514803530974143,0.0113457187680621
1440,0,3588,23.7272,8980,12639,1467,591,2175,76,26781,12622,74.03,3.52257525083612,0.0519328802039082,0.00586515607669149
1440,0,3052,25.1706,9471,14469,1513,630,2396,76,29870,13380,74.03,4.74082568807339,0.048210814772329,0.00553288490284006
1440,0,3775,26.3328,10425,15762,1483,663,2532,76,32987,14440,74.03,4.1753642384106,0.0430229184798375,0.00512673130193906
1440,0,4756,27.4864,9121,16001,1597,761,2771,76,34344,13489,82.987,3.36438183347351,0.044433933390835,0.00615219808733042
1468,0,1162.142,20.2165,790.591,300.516,54.222,21.184,161.784,203.599,304.059,1885.701,74.03,0.258588021085203,0.151339311880898,0.0392586099280851
1468,0,799.281,18.3694,777.411,223.915,49.38,18.418,38.817,224.105,285.072,1744.603,82.987,0.280145530795803,0.147644505041082,0.0475678420821241
1468,0,669.37,19.3488,732.236,200.518,48.535,21.803,127.48,285.072,296.005,1776.451,2.726,0.299562274974976,0.140868984733268,0.00153452023163037
1468,0,561.395,13.0529,757.94,389.473,50.016,22.566,42.566,26.871,297.779,1690.738,74.03,0.693759296039331,0.143808852916229,0.0437856131464485
1468,0,677.424,16.111,667.902,328.723,45.173,19.049,154.892,31.106,244.751,1635.858,5.108,0.485254434445783,0.155809798429933,0.00312252041436359
1478,0,18044.841,8.9287,4506.627,9231.479,786.873,1259.398,4688.294,3836.394,9353.353,18755.79,4457.014,0.511585499700441,0.0775991580463789,0.237634031944269
1478,0,17514.241,10.8922,4655.612,9096.743,803.04,1358.769,5370.348,3925.738,10146.259,20350.655,4531.259,0.519391219979216,0.0733416815085605,0.222659123256721
1478,0,22983.598,13.6124,5150.654,11492.881,918.679,1423.494,6349.028,4135.002,11072.158,22399.798,4914.25,0.500047077050338,0.0766150853355775,0.219388139125183
1496,0,10.666,5.4799,23.342,2.178,0.562,0,-0.089,0,4.376,32.304,2.726,0.204200262516407,0.113811259619279,0.0843858345715701
1496,0,147.307,3.5261,353.542,7.134,34.197,0,52.181,14.599,87.365,573.225,82.987,0.0484294704257096,0.281313239334661,0.144772122639452
1496,0,284.339,0.2416,322.734,209.616,27.755,0,26.466,10.894,169.932,539.841,74.03,0.737204534024527,0.1403987110938,0.137132970633946
1523,0,8.672,2.5346,13.056,4.726,4.302,0,2.162,9.767,10.799,35.645,82.987,0.544972324723247,0.284881795907556,2.32815261607519
1523,0,10.054,2.7052,14.281,2.815,4.376,0,3.279,9.996,10.17,38.587,74.03,0.279988064451959,0.300838718548054,1.91852178194729
1533,0,65.802,10.2328,49.326,0,6.343,0,1.358,0,15.646,83.347,82.987,0,0.288462413024694,0.995680708363828
1533,0,98.044,10.1883,100.769,110.373,19.461,0,23.857,0,116.965,183.928,74.03,1.12574966341643,0.142648761966194,0.402494454351703
1533,0,106.75,11.0941,118.934,110.12,16.454,0,24.876,0,118.608,203.129,137.408,1.03156908665105,0.121825531977906,0.676456832850061
1533,0,112.341,9.4733,122.729,110.097,16.166,0,15.528,3.144,114.645,197.148,137.408,0.980025102144364,0.123582879115671,0.696978919390509
1554,0,153.924,14.3532,84.417,9.63,0.989,0,48.955,0,18.717,163.604,5.108,0.0625633429484681,0.0501877600730742,0.0312217305200362
1554,0,195.102,18.2538,84.222,10.379,2.425,0,32.219,0,23.054,153.186,82.987,0.0531978144765302,0.0951764197966953,0.541740106798271
1554,0,205.62,18.5638,102.86,9.54,4.123,5.516,23.365,0,22.201,166.733,2.726,0.0463962649547709,0.156625132958517,0.0163494929018251
1554,0,242.116,20.6635,121.108,8.377,4.294,7.041,42.024,0,19.488,218.367,2.726,0.034599117778255,0.18055672357245,0.0124835712355805
1554,0,275.7,24.6026,126.485,7.075,4.538,8.031,54.324,0,18.216,242.093,5.108,0.0256619513964454,0.199437461545223,0.0210993295964774
1559,0,10.709,3.6501,3.677,18.705,5.395,0.902,5.546,0,34.99,18.231,5.108,1.74666168643197,0.133589203912344,0.280182107399484
1559,0,11.125,3.7844,4.5,15.189,5.865,0.954,6.025,0,34.166,20.385,82.987,1.36530337078652,0.146511453623442,4.0709835663478
1559,0,14.849,3.8878,7.361,24.004,5.993,0.715,4.622,0,44.226,22.622,82.987,1.61653983433228,0.119337302614548,3.66842012200513
1559,0,15.462,4.1868,4.288,21.053,6.589,0,3.899,0,43.863,19.099,5.108,1.36159617125857,0.130599381590423,0.2674485575161
1559,0,14.474,4.2229,3.403,26.969,6.378,0,3.059,0,43.289,16.768,2.726,1.86327207406384,0.128415245535265,0.162571564885496
1562,0,80.536,3.2447,35.781,0,1.353,6.783,6.008,11.12,7.669,76.63,2.726,0,0.149966747949457,0.0355735351689939
1562,0,91.678,3.3367,37.574,0,1.374,7.472,10.205,11.21,7.08,84.367,74.03,0,0.162526614620298,0.877475790297154
1562,0,94.961,3.4056,42.013,0,1.369,8.637,9.291,11.912,6.903,89.001,5.108,0,0.165498065764023,0.0573926135661397
1562,0,70.361,3.1569,33.95,0,1.524,9.125,7.45,11.709,7.189,78.024,74.03,0,0.174911052450362,0.948810622372603
1562,0,52.543,2.8486,31.703,0,1.666,9.113,7.979,12.601,6.49,75.276,2.726,0,0.20426679744973,0.0362134013496998
1577,0,48.173,7.0736,43,5.276,5.383,0,6.467,0,29.502,72.965,5.108,0.109521931372345,0.154307008743013,0.0700061673405057
1585,0,106.818,4.5076,97.101,34.367,7.016,1.55,32.267,1.953,34.339,189.796,5.108,0.321734164653897,0.169653004473462,0.0269131067040401
1585,0,145.57,4.6265,104.739,93.761,6.674,2.164,29.216,0,36.652,193.771,5.108,0.644095624098372,0.154041453168998,0.0263610137739909
1585,0,125.44,5.2883,110.844,56.155,10.088,1.838,36.013,18.621,36.33,216.662,74.03,0.447664221938776,0.217329484251799,0.341684282430698
1585,0,145.511,5.7866,124.794,76.273,11.613,2.127,36.144,3.66,41.241,237.538,137.408,0.524173430187408,0.21971846974685,0.578467445208766
1585,0,119.676,5.6045,121.907,45.432,13.487,1.611,7.405,0,39.196,207.929,2.726,0.379624987466159,0.256002885181178,0.0131102443622583
1593,0,352.93,34.0881,503.543,77.109,18.924,6.828,36.153,13.082,154.665,704.574,137.408,0.218482418609923,0.10901612429359,0.195022808108162
1593,0,416.568,40.0248,399.351,72.525,17.44,7.101,37.7,2.031,134.47,549.18,82.987,0.174101227170594,0.114804818642617,0.151110746931789
1593,0,473.031,48.7332,467.947,57.593,17.034,8.208,48.159,2.033,173.731,631.01,2.726,0.121753119774391,0.089293109322989,0.00432005831920255
1593,0,456.802,51.923,493.513,35.989,20.409,10.549,55.455,2.001,206.162,667.543,5.108,0.0787846813280152,0.0900777239805624,0.00765194152286819
1593,0,426.404,53.3757,379.384,30.933,22.108,11.051,45.476,2.007,238.508,546.944,137.408,0.0725438785752479,0.0848297878871597,0.251228644980108
1598,0,556.307,11.4302,984.043,475.309,39.428,16.814,239.409,785.185,228.45,1434.457,2.726,0.854400537832528,0.147186405751872,0.00190037066290589
1598,0,684.063,9.1145,1244.913,518.267,45.929,18.832,308.994,881.433,258.008,1819.29,74.03,0.757630510640102,0.151113553137657,0.0406916984098192
1598,0,952.204,11.5556,1434.139,666.953,52.665,25.748,386.574,1045.733,293.107,2136.85,74.03,0.70043079004079,0.152311349675509,0.0346444532840396
1598,0,954.586,12.066,1679.795,1093.243,63.261,25.685,472.677,1240.052,307.908,2531.135,2.726,1.14525354446849,0.170437186295192,0.00107698720139384
1598,0,969.43,14.5251,1412.662,955.88,65.5,25.579,366.05,1277.291,310.053,2098.355,137.408,0.986022714378552,0.174409470833677,0.0654836764989718
1602,0,9235,16.7083,1541,3957,841,0,4944,10495,5038,12430,74.03,0.428478613968598,0.143051539377445,0.00595575221238938
1602,0,11712,16.2642,1453,7134,963,0,5059,11302,5921,14268,74.03,0.609118852459016,0.139889599070308,0.00518853378188954
1602,0,13041,16.4388,1378,9177,1202,0,5429,11240,5941,14771,318.524,0.703703703703704,0.168276634467311,0.0215641459616817
1602,0,15221,19.4709,1427,9176,1073,0,5653,11339,5879,15003,114,0.602851323828921,0.154344073647871,0.00759848030393921
1602,0,18932,22.7809,1335,10601,1049,0,5537,11335,5738,14642,223.084,0.559951405028523,0.154560188595845,0.0152358967354187
1613,0,141.59,14.4672,197.719,0,6.569,3.903,11.926,2.694,66.645,246.999,137.408,0,0.0897232769688857,0.556309944574674
1613,0,186.98,14.2527,221.883,0,6.507,3.927,37.106,2.694,68.593,301.78,2.726,0,0.0866444740346205,0.00903307044867122
1613,0,228.051,18.4465,243.807,0,6.659,5.514,57.396,2.694,75.101,346.834,5.108,0,0.0814456947162426,0.0147275065305016
1613,0,228.89,14.2465,280.091,0,6.988,7.022,64.567,2.694,86.733,394.513,82.987,0,0.0745617310954855,0.2103530175178
1613,0,209.827,17.4899,202.769,0,7.15,7.341,49.536,0,119.94,299.177,82.987,0,0.05625934377213,0.277384290904715
1632,0,3732.456,10.0632,850.404,0,155.564,118.998,547.467,163.373,599.906,2388.808,82.987,0,0.205916846466438,0.0347399204959126
1632,0,3011.302,10.0462,872.282,0,172.163,201.451,599.281,256.209,562.625,2573.176,137.408,0,0.234302955410268,0.0534001560717184
1632,0,1978.995,7.7076,874.158,0,148.2,228.281,569.181,279.469,556.939,2511.117,74.03,0,0.21017132792258,0.0294809043146934
1632,0,2089.577,8.3115,852.184,0,153.472,222.53,628.113,235.175,567.439,2582.931,2.726,0,0.212886195383341,0.00105539017496015
1632,0,2490.636,8.6656,756.401,379.626,139.87,232.988,338.473,250.881,476.516,2014.908,2.726,0.152421309255949,0.226919495251352,0.00135291536884066
1633,0,382.472,28.9474,205.559,0.058,18.989,4.388,0.582,0.746,87.554,364.571,2.726,0.000151645087744985,0.178228508677248,0.00747728151718047
1633,0,390.835,30.9712,208.357,0,14.592,5.272,9.627,0,81.853,351.445,137.408,0,0.151298667634403,0.390980096458905
1633,0,365.442,29.7142,200.775,0,14.167,5.589,12.251,0,80.482,340.933,137.408,0,0.149679341567264,0.403035200464607
1633,0,360.926,31.8639,246.835,0,15.576,5.34,28.327,3.534,90.405,413.509,74.03,0,0.146969739859031,0.179028751490294
1633,1,324.291,31.0344,252.989,0,17.964,5.184,3.245,2.043,83.688,396.149,82.987,0,0.176720576083107,0.209484310196416
1634,0,69.415,2.2887,259.887,0,3.745,0,-2.387,11.799,4.056,322.298,5.108,0,0.480066658120754,0.0158486866192158
1634,0,66.859,2.2569,285.357,0,3.464,0,-0.681,11.799,2.925,346.987,82.987,0,0.542181875097824,0.23916457965284
1634,0,68.266,1.6076,299.925,0,2.764,0,-0.48,6.299,2.711,359.67,5.108,0,0.504840182648402,0.0142019073039175
1634,0,44.623,1.22,232.3,0.24,2.619,0,-0.382,0,3.081,284.203,82.987,0.005378392308899,0.459473684210526,0.291999028863172
1634,0,28.288,0.5997,113.226,0.067,1.839,0,-10.045,0,1.846,143.165,74.03,0.00236849547511312,0.499050203527815,0.517095658855167
1635,0,95.509,9.0809,58.561,0,5.458,0,9.099,30.715,24.984,94.461,74.03,0,0.179291767952171,0.783709679126835
1635,0,124.476,9.7939,61.981,0,5.208,0,12.146,30.716,27.635,105.464,5.108,0,0.158572602989983,0.0484335887127361
1635,0,86.782,10.324,83.471,0,7.369,0,9.806,30.716,42.266,131.316,137.408,0,0.148463785635136,1.04639190959213
1635,0,127.031,10.9071,100.649,40,9.476,0,16.191,42.635,52.889,166.905,82.987,0.314883768528942,0.151944199470857,0.49721098828675
1641,0,16.489,1.9314,6.312,21.984,2.618,0.225,-10.628,4.409,35.293,10.373,7.837,1.33325247134453,0.0690564743741922,0.75551913621903
1650,0,367.718,5.3941,73.321,294.4,48.5,0,-9.764,19.11,514.758,245.538,82.987,0.800613513616413,0.0861061893483981,0.337980271892742
1651,0,1076.857,9.6356,1445.944,275.604,84.002,0.232,106.108,862.083,231.562,1961.234,137.408,0.255933703360799,0.266196397561192,0.0700620119781729
1651,0,1153.021,9.5845,1610.814,290.378,80.911,0,86.173,882.666,264.011,2146.093,82.987,0.251841033250912,0.234577672633233,0.0386688740888675
1655,0,109.915,16.077,349.435,85.096,18.901,4.064,2.829,49.259,106.293,418.357,74.03,0.774198244097712,0.150973688834928,0.176954132475374
1655,0,118.049,15.9976,348.657,85.3,19.424,4.161,6.348,49.259,96.456,425.735,2.726,0.722581300985184,0.167621677597515,0.00640304414718076
1659,0,372.541,21.1281,1076.406,168.043,22.1,2.453,47.1,1.3,222.595,1296.652,74.03,0.45107249940275,0.0903165164796992,0.0570931907713095
1659,0,496.448,15.259,1227.021,157.862,23.9,2.808,48.664,1.3,240.561,1458.053,74.03,0.317982950883073,0.0903724934867523,0.0507731886289456
1659,0,914.891,19.1281,2113.747,189.472,25.6,3.929,71.885,1.3,253.121,2379.059,74.03,0.207097894721885,0.0918481205219557,0.0311173451351984
1659,0,855.962,19.4943,3203.749,334.01,27.9,5.885,67.599,1.6,295.661,3489.478,137.408,0.390215920800222,0.0862279446534038,0.0393778095176413
1659,0,786.823,21.519,2741.23,308.026,32.7,6.346,52.258,5.9,311.442,3025.304,74.03,0.391480676085981,0.095018916610004,0.0244702681118988
1663,0,1758.7,4.299,8600.5,7972.1,979,800.8,2726,1034.5,9041.6,15035.7,2450.3,4.53295047478251,0.0976987405943756,0.162965475501639
1663,0,1829.5,5.1412,9176.3,7653.5,988.7,871.6,2719.6,1077.8,8916.1,15717.1,2673.7,4.18338343809784,0.099820289152734,0.170114079569386
1669,0,2.178,7.0572,6.667,9,0.888,1.129,1.5,0,29.288,9.055,82.987,4.13223140495868,0.0294273594909862,9.16477084483711
1678,0,2162.077,31.6284,1647.713,2191.954,1415.682,117.395,4195.624,189.252,16791.34,7457.291,74.03,1.01381865678234,0.0777547256217958,0.00992719742330023
1678,0,2490.271,39.5815,2020.674,2019.831,1905.29,154.143,3936.955,189.252,21346.252,8074.253,82.987,0.811088833303685,0.0819425223497005,0.0102779786563537
1678,0,2752.251,45.8899,2366.015,4011.605,2444.229,204.753,4876.673,189.252,25231.593,9961.982,5.108,1.45757236531116,0.0883164012255896,0.000512749370556983
1678,0,4450.974,49.0237,8384.744,4808.975,2617.785,239.358,1036.516,189.252,23958.517,12327.839,82.987,1.08043205824163,0.0985007244423999,0.00673167454571722
1678,0,4585.849,46.8992,5202.436,4950.39,2499.878,208.603,566.73,189.252,22900.615,8573.927,137.408,1.07949258686887,0.09841848345227,0.0160262619450807
1682,0,42.535,16.3458,13.703,0,5.608,6.072,18.967,0,32.7,41.739,5.108,0,0.146392398454631,0.122379549102758
1682,0,60.114,20.3808,17.986,0,8.445,8.832,26.542,0,45.697,57.952,5.108,0,0.1559787226183,0.0881419105466593
1682,0,64.251,5.8147,23.074,0,9.764,10.304,20.831,0,62.752,61.654,2.726,0,0.134646147057201,0.0442144873000941
1682,0,48.531,6.2705,28.23,0,13.278,10.304,14.975,0,81.676,69.116,137.408,0,0.139836131179308,1.98807801377395
1682,0,50.203,6.9846,27.996,0,15.43,4.342,19.461,0,89.814,72.716,74.03,0,0.146611683326365,1.01807030089664
1686,0,203.134,7.1455,550.071,45.2,16.6,6.989,31.017,43.6,113.198,696.733,137.408,0.222513217875885,0.127891030678439,0.197217585502624
1686,0,222.484,8.2546,612.473,35.4,18.56,9.312,46.725,44.044,134.256,778.847,74.03,0.159112565397961,0.121453250968485,0.0950507609325066
1686,0,259.229,9.9002,668.759,58.2,21.4,8.192,72.959,60.977,176.676,881.809,5.108,0.224511918033862,0.108039338435752,0.00579263763468053
1686,0,228.688,11.3971,699.054,8.4,29.272,8.8,77.655,58.518,203.514,925.502,5.108,0.0367312670538026,0.125746393683469,0.00551916689537138
1686,0,246.586,12.2891,507.808,8.4,29.7,9.112,45.43,58.518,185.519,696.703,137.408,0.0340651942932689,0.137998968492559,0.19722607768303
1689,0,46.052,4.4217,384.464,18.209,2.949,0,52.119,6.24,243.132,449.55,137.408,0.395400851211674,0.0119838589732649,0.30565676787899
1689,0,749.757,4.8415,2599.214,640.015,93.794,67,503.4,602.112,361.299,3565.072,82.987,0.853629909423987,0.206098533706297,0.0232777907430762
1689,0,375.195,3.5261,343.421,175.5,26.389,0,126.851,0,161.149,654.301,74.03,0.46775676648143,0.140712815536051,0.113143644897379
1689,0,283.8,6.4819,246.039,295,31.373,0,30.071,3.8,280.873,445.336,82.987,1.03946441155743,0.100475266296446,0.186346938042287
1689,0,849.787,5.627,3029.441,790.107,65.774,4.086,456.148,527,620.979,3884,5.108,0.929770636641888,0.0957753369843306,0.00131513903192585
1690,0,10300,8.9411,9722.3,0,165.7,0,1650,69,817,13931,5.108,0,0.168617075404498,0.00036666427392147
1690,0,14509,11.6736,13507.2,0,209.8,0,2453,38,1281,19315,74.03,0,0.140729809498256,0.00383277245663992
1690,0,21956,16.6589,15555,0,297,0,4409,38,1832,24006,82.987,0,0.139502113668389,0.00345692743480796
1690,0,34690,23.6737,20898,0,436,0,6275,207,2455,32479,973.8,0,0.150812867519889,0.0299824501985899
1690,0,31555,35.1631,24999,0,684,0,11740,206,2954,42905,2957,0,0.188015393073117,0.0689197063279338
1704,0,9448.683,5.5571,3605.516,407.38,300.433,98.04,1447.965,338.982,1275.024,6991.823,82.987,0.0431150034348702,0.190695779066011,0.0118691505777535
1704,0,6081.019,4.7792,4604.799,204.708,270.413,250.782,2246.734,572.558,1024.294,9167.014,82.987,0.0336634369996213,0.208860383082813,0.00905278425450207
1704,0,6605.624,5.6443,4908.016,202.281,268.334,305.672,2468.89,1000.176,1051.242,9734.856,2.726,0.0306225422458196,0.20334865138499,0.000280024686549036
1704,0,6664.157,5.6727,4364.925,201.576,320.051,325.405,1374.978,1174.673,1094.2,8129.24,137.408,0.0302477867793331,0.226304241609163,0.0169029331155188
1704,0,5688.947,5.2909,3291.599,200.654,291.203,319.507,-237.828,1170.932,1090.433,5013.607,5.108,0.0352708506512717,0.210766801096671,0.00101882736321375
1706,0,299.313,9.0521,642.39,442.661,22.421,0,122.491,428.285,83.879,976.066,74.03,1.47892340125554,0.210921919096896,0.0758452809543617
1706,0,390.925,13.2979,776.542,461.356,27.773,2.164,158.975,505.428,94.544,1201.158,82.987,1.18016499328516,0.227057563543906,0.0690891622917218
1706,0,505.28,18.0646,949.58,561.138,35.974,2.187,190.868,599.841,122.817,1458.748,137.408,1.11054860671311,0.226549363628921,0.0941958446558281
1706,0,592.466,11.2408,1060.016,573.818,44.709,2.221,221.822,639.862,134.55,1663.943,74.03,0.968524776105295,0.249410071460847,0.0444907067129102
1706,0,363.662,11.0365,791.557,400.135,51.978,2.251,120.512,711.522,129.118,1239.798,82.987,1.10029367929561,0.287019039625392,0.066935904074696
1712,0,15.876,1.6175,63.626,9.839,0.757,0,11.523,0,48.52,80.374,82.987,0.619740488788108,0.0153621364936989,1.03251051335009
1712,0,18.538,1.9824,79.889,5.108,0.859,0,11.911,0,51.279,98.502,137.408,0.275542129679577,0.01647550730753,1.39497675174108
1712,0,22.523,2.328,88.861,9.078,1.075,0,11.083,0,60.751,108.638,5.108,0.403054655241309,0.0173875068741306,0.0470185386328909
1712,0,31.602,2.0001,157.928,23.557,1.631,0,-13.964,0,33.123,154.63,74.03,0.745427504588317,0.0469298498014617,0.478755739507211
1712,0,26.299,2.2266,93.443,23.44,2.69,0,12.309,0,32.996,117.587,82.987,0.891288642153694,0.0753797007229726,0.705749785265378
1722,0,9710.701,12.9666,32847.819,3530.14,664.652,209.425,1350.528,233.162,5184.38,35943.81,2702,0.363530912958807,0.113634529611054,0.0751728879047602
1722,0,11826.277,14.9567,32973.583,4050.323,656.714,241.995,1793.131,223.271,5293.032,36596.111,2684,0.342485044109824,0.110376812724442,0.0733411263289698
1722,0,15122,17.5008,40080,4752,701,281,2042,234,6010,44018,3964,0.314244147599524,0.104455371777678,0.0900540687900404
1722,0,25455,20.9472,65253,7690,721,316,2467,246,7125,69816,10065.593,0.302101748183068,0.0918939587050727,0.144173155150682
1722,0,19408,21.0265,64388,7800,730,347,2668,256,7950,69198,6496.418,0.401896125309151,0.0841013824884793,0.0938815861730108
1728,0,88.764,24.3622,248.588,1.453,7.401,3.382,31.816,0,50.025,470.354,74.03,0.0163692487945564,0.128878905025598,0.15739209191375
1728,0,89.106,26.0342,289.304,1.228,7.097,3.267,36.68,0,47.772,482.737,137.408,0.0137813390792988,0.129344438571871,0.284643605110029
1728,0,113.149,34.3224,291.263,1.228,6.685,3.161,45.177,0,44.853,485.939,74.03,0.0108529461152993,0.129710116807016,0.152344224275063
1728,0,47.984,16.1848,288.507,1.228,6.11,82.188,40.319,0,43.792,479.117,5.108,0.0255918639546515,0.122439982365436,0.0106612789777862
1728,0,66.481,22.0215,259.332,1.228,5.599,3.161,36.036,0,40.981,431.17,2.726,0.0184714429686677,0.120201803349077,0.00632233225873785
1743,0,352.541,21.8323,1644.233,1.433,61.851,13.704,154.185,63.916,393.759,1860.269,74.03,0.00406477544455822,0.135754263514848,0.0397953199241615
1743,0,350.957,23.311,1657.879,1.184,67.727,15.269,134.871,63.917,461.883,1860.477,74.03,0.00337363266724983,0.127880893487661,0.0397908708358125
1743,0,382.417,25.4266,1673.051,1.4,77.318,15.165,86.509,63.991,466.138,1836.878,5.108,0.00366092511577676,0.142270947418006,0.00278080525761646
